title,link
La revolución Web3: la guerra del dato se libra en el internet del futuro,https://www.elmundo.es/economia/actualidad-economica/2023/01/31/63d7a0effc6c8358758b4578.html
"Las tres brechas de la enseñanza de la Informática: territorio, género y tipo de colegio",https://www.elmundo.es/espana/2023/01/31/63d97a3ffdddfff95b8b4591.html
La Inteligencia Artificial descubre una obra de Lope de Vega en la Biblioteca Nacional,https://www.elmundo.es/cultura/literatura/2023/01/31/63d919b4fc6c83814b8b4585.html
La falta de preparación de los profesores españoles en Informática lastra la capacitación de los alumnos,https://www.elmundo.es/espana/2023/01/31/63d913b421efa0d3718b459e.html
"Resistir frente a pedagogos, algoritmos y abusos de poder",https://www.elmundo.es/la-lectura/2022/12/30/63adbfe7e4d4d85e0f8b45c4.html
"El contable vocacional que declaró la guerra al tedio de la
contabilidad",https://www.elmundo.es/economia/actualidad-economica/2022/12/30/63a1fc7dfc6c8383058b45c6.html
La Junta aprobará en 2023 la Estrategia Andaluza de Inteligencia Artificial,https://www.elmundo.es/andalucia/2022/12/29/63ade97ce4d4d85e0f8b45dd.html
"'Inteligencia artificial', elegida palabra de 2022 por FundéuRAE",https://www.elmundo.es/cultura/2022/12/29/63ad63d7fdddff48528b456f.html
"Jamie Susskind: ""Necesitamos tribunales tecnológicos y una ley antitrust para evitar la concentración de poder en internet""",https://www.elmundo.es/papel/el-mundo-que-viene/2022/12/29/63a58122fdddffbf038b4585.html
Mi psicólogo es un chatbot: todos los peligros de hacer terapia a través de una app,https://www.elmundo.es/papel/historias/2022/12/26/63a43c4afc6c835e4d8b45bd.html
Por qué la inteligencia artificial llevará al artista a la abundancia,https://www.elmundo.es/economia/actualidad-economica/2022/12/26/63a1fb2621efa083058b4575.html
"Sandra Wachter: ""Un gran error sobre la inteligencia artificial es pensar que es inteligente""",https://www.elmundo.es/papel/futuro/2022/12/26/63a60f73fc6c83df438b45cc.html
"Viaje a las tripas del algoritmo: así se crean las máquinas pensantes frente al reto de ""una inteligencia artificial responsable y ética""",https://www.elmundo.es/papel/futuro/2022/12/26/63a61132fc6c8343358b45e0.html
El callejón sin salida de Jair Bolsonaro,https://www.elmundo.es/internacional/2022/12/26/639e0c6de4d4d8b07c8b45b5.html
"La inteligencia artificial se cuela en nuestro salón: ""Las máquinas razonan de un modo que resulta extraterrestre para las personas""",https://www.elmundo.es/papel/futuro/2022/12/25/63a612e8fc6c83df438b45d9.html
"2022, el año en el que llegamos al futuro: ""Antes éramos chamanes, ahora hay un técnico de datos en cada banquillo""",https://www.elmundo.es/deportes/mas-deporte/2022/12/25/63a374ff21efa056598b456d.html
'Coppélia' revive con inteligencia artificial,https://www.elmundo.es/la-lectura/2022/12/23/63a491cefdddffd3b38b459f.html
"Así opera Hugo, el robot 'cirujano' de última generación",https://www.elmundo.es/ciencia-y-salud/salud/2022/12/22/63a04f3afdddff451c8b457a.html
El Tribunal decide mantener a Eva Kaili en prisión preventiva un mes más,https://www.elmundo.es/internacional/2022/12/22/63a49d7d21efa0db048b4579.html
"La Comunidad de Madrid albergará el Centro Nacional de Neurotecnología, que comenzará a funcionar en 2023",https://www.elmundo.es/madrid/2022/12/22/63a446abfc6c83452f8b45bf.html
Preocupación en Gobierno y empresas por el kit digital: ni el 40% de las 250.000 solicitudes del plan estrella se traducen en ayudas,https://www.elmundo.es/economia/macroeconomia/2022/12/21/63a1ab96e4d4d842298b45a6.html
Un millón de euros para cuatro ideas de jóvenes investigadores que buscan cambiar la vida de miles de pacientes,https://www.elmundo.es/ciencia-y-salud/salud/2022/12/21/63a1f906fdddff324c8b458c.html
Amenaza en el gran feudo municipal del PSOE: los alcaldes andaluces se aferran a una estrategia localista para sobrevivir en mayo,https://www.elmundo.es/andalucia/2022/12/20/63a1f06ae4d4d818418b45b6.html
"Martin Rees: ""Espero que fracasen los planes para prolongar la vida""",https://www.elmundo.es/papel/el-mundo-que-viene/2022/12/20/639b083ffc6c8393158b45b5.html
Desarrollan un algoritmo que detecta la esquizofrenia a partir de una huella dactilar,https://www.elmundo.es/ciencia-y-salud/salud/2022/12/20/63a1ae42fc6c838e738b45dd.html
"Los tecnócratas de izquierdas alistados en Recupera Madrid: ""No es real la posibilidad de poner en marcha políticas ideológicamente neutras""",https://www.elmundo.es/madrid/2022/12/20/6398e7a3fc6c8388778b45a3.html
DFactory gana protagonismo como hub mundial de la industria 4.0,https://www.elmundo.es/economia/actualidad-economica/2022/12/20/639c6c88fdddffb3288b4593.html
